prospect_id,organization_name,website,country,organization_type,sector_guess,decision_maker_name,target_email,custom_page_paths_csv,booking_link_45min,commercial_priority_default,research_scope,source_backend,source_label,raw_source_id,niche_status,status,paused,last_sequence_result,last_response_status,stop_reason,next_action_at,created_at,updated_at
ci-coris-bank-burkina-127,Coris Bank Burkina,https://www.corisbankinternational.com/bf,Burkina Faso,Banque privée,Banque / Finance,Directeur Général,contact.bf@corisbank.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Banque / Finance,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-boa-s-n-gal-128,BOA Sénégal,https://www.boasenegal.com,Sénégal,Banque privée,Banque / Finance,Directeur Général,contact@boasenegal.com,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Banque / Finance,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sgbs-soci-t-g-n-rale-s-n-gal-129,SGBS — Société Générale Sénégal,https://www.sgbs.sn,Sénégal,Banque privée,Banque / Finance,Directeur Général,contact@sgbs.sn,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Banque / Finance,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-oragroup-si-ge-lom-130,ORAGROUP (siège Lomé),https://www.orabank.net,Togo,Banque privée,Banque / Finance,Directeur Général,info@orabank.net,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Banque / Finance,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ecobank-uemoa-si-ge-lom-131,ECOBANK UEMOA (siège Lomé),https://www.ecobank.com,Togo,Banque multinationale,Banque / Finance,Directeur Général,info@ecobank.com,,https://calendly.com/transferai/45min,tier1,public_web_only,crm_import_ci_200,Prospection CI — Banque / Finance,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-gim-uemoa-132,GIM-UEMOA,https://www.gim-uemoa.org,Côte d'Ivoire,Groupement interbancaire,Fintech / Banque,Directeur Général,info@gim-uemoa.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Fintech / Banque,,reporting_financier_assiste,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-waemu-commission-133,WAEMU Commission,https://www.uemoa.int,Côte d'Ivoire,Organisation régionale,Institution régionale,Président,info@uemoa.int,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Institution régionale,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cedeao-commission-134,CEDEAO — Commission,https://www.ecowas.int,Nigeria,Organisation régionale,Institution régionale,Président,info@ecowas.int,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Institution régionale,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-brvm-subsidiaires-135,BRVM — subsidiaires,https://www.brvm.org/fr/societes-cotees,Côte d'Ivoire,Institution régionale,Finance / Bourse,Directeur Général,societes@brvm.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Finance / Bourse,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-mtn-ghana-136,MTN Ghana,https://www.mtn.com.gh,Ghana,Entreprise de télécoms,Télécommunications,Directeur Général,corporate@mtn.com.gh,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Télécommunications,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-airtel-niger-137,Airtel Niger,https://www.airtel.ne,Niger,Entreprise de télécoms,Télécommunications,Directeur Général,contact@airtel.ne,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Télécommunications,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-tigo-mali-138,TiGo Mali,https://www.tigo.ml,Mali,Entreprise de télécoms,Télécommunications,Directeur Général,contact@tigo.ml,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Télécommunications,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-guin-e-t-l-com-139,Guinée Télécom,https://www.guineetelecom.net,Guinée,Entreprise de télécoms,Télécommunications,Directeur Général,info@guineetelecom.net,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Télécommunications,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-kpmg-c-te-d-ivoire-140,KPMG Côte d'Ivoire,https://www.kpmg.com/ci,Côte d'Ivoire,Cabinet d'audit multinational,Audit / Conseil,Associé Directeur,kpmg.abidjan@kpmg.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Audit / Conseil,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-pwc-c-te-d-ivoire-141,PwC Côte d'Ivoire,https://www.pwc.com/ci,Côte d'Ivoire,Cabinet d'audit multinational,Audit / Conseil,Associé Directeur,pwc.abidjan@pwc.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Audit / Conseil,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-deloitte-c-te-d-ivoire-142,Deloitte Côte d'Ivoire,https://www2.deloitte.com/ci,Côte d'Ivoire,Cabinet d'audit multinational,Audit / Conseil,Associé Directeur,info.ci@deloitte.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Audit / Conseil,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ey-c-te-d-ivoire-143,EY Côte d'Ivoire,https://www.ey.com/ci,Côte d'Ivoire,Cabinet d'audit multinational,Audit / Conseil,Associé Directeur,ey.abidjan@ey.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Audit / Conseil,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-bureau-veritas-ci-144,Bureau Veritas CI,https://www.bureauveritas.com/ci,Côte d'Ivoire,Multinationale,Inspection / Certification,Directeur Général,contact.ci@bureauveritas.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Inspection / Certification,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sgs-c-te-d-ivoire-145,SGS Côte d'Ivoire,https://www.sgs.com/ci,Côte d'Ivoire,Multinationale,Inspection / Certification,Directeur Général,sgs.abidjan@sgs.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Inspection / Certification,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sicogi-st-ivoirienne-construction-gestio-146,SICOGI — Sté Ivoirienne Construction Gestion Immobilière,https://www.sicogi.ci,Côte d'Ivoire,Entreprise publique,Immobilier / Construction,Directeur Général,contact@sicogi.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Immobilier / Construction,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sipim-147,SIPIM,https://www.sipim.ci,Côte d'Ivoire,Entreprise privée,Immobilier / Promotion,Directeur Général,info@sipim.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Immobilier / Promotion,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-groupe-sifca-immobilier-148,Groupe Sifca Immobilier,https://www.sifca.ci,Côte d'Ivoire,Groupe privé,Immobilier / Agro-industrie,Directeur Général,immobilier@sifca.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Immobilier / Agro-industrie,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-plastica-ci-149,PLASTICA CI,https://www.plastica.ci,Côte d'Ivoire,Entreprise industrielle,Industrie / Plastiques,Directeur Général,contact@plastica.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Plastiques,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-filtisac-150,FILTISAC,https://www.filtisac.ci,Côte d'Ivoire,Entreprise industrielle,Industrie / Emballage,Directeur Général,info@filtisac.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Emballage,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sir-st-ivoirienne-de-raffinage-151,SIR — Sté Ivoirienne de Raffinage,https://www.sir.ci,Côte d'Ivoire,Entreprise industrielle publique,Industrie / Raffinage,Directeur Général,contact@sir.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Raffinage,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cotivo-cie-ivoirienne-pour-le-d-veloppem-152,COTIVO — Cie Ivoirienne pour le Développement du Textile,https://www.cotivo.ci,Côte d'Ivoire,Entreprise industrielle,Industrie / Textile,Directeur Général,contact@cotivo.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Textile,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-uniwax-153,UNIWAX,https://www.uniwax.ci,Côte d'Ivoire,Entreprise industrielle,Industrie / Textile,Directeur Général,info@uniwax.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Textile,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-capral-154,CAPRAL,https://www.capral.ci,Côte d'Ivoire,Entreprise industrielle,Industrie / Aluminium,Directeur Général,contact@capral.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Aluminium,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sotra-st-des-transports-d-abidjan-155,SOTRA — Sté des Transports d'Abidjan,https://www.sotra.ci,Côte d'Ivoire,Entreprise publique,Transport en commun,Directeur Général,contact@sotra.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Transport en commun,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sitarail-156,SITARAIL,https://www.sitarail.com,Côte d'Ivoire,Concessionnaire,Transport ferroviaire,Directeur Général,info@sitarail.com,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Transport ferroviaire,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-wata-west-africa-terminal-abidjan-157,WATA — West Africa Terminal Abidjan,https://www.abidjan-terminal.net,Côte d'Ivoire,Entreprise privée,Logistique portuaire,Directeur Général,info.wata@portabidjan.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Logistique portuaire,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-adecco-c-te-d-ivoire-158,Adecco Côte d'Ivoire,https://www.adecco.ci,Côte d'Ivoire,Multinationale,RH / Emploi temporaire,Directeur Général,contact@adecco.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — RH / Emploi temporaire,,recrutement_onboarding_augmente,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-manpowergroup-ci-159,ManpowerGroup CI,https://www.manpower.ci,Côte d'Ivoire,Multinationale,RH / Recrutement,Directeur Général,info@manpower.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — RH / Recrutement,,recrutement_onboarding_augmente,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-expectra-ci-randstad-160,Expectra CI (Randstad),https://www.expectra.ci,Côte d'Ivoire,Multinationale,RH / Recrutement,Directeur Général,contact@expectra.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — RH / Recrutement,,recrutement_onboarding_augmente,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cegos-afrique-161,CEGOS Afrique,https://www.cegos.fr/afrique,Côte d'Ivoire,Multinationale,Formation professionnelle,Directeur Général CI,contact.afrique@cegos.fr,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Formation professionnelle,,formation_montee_en_competence,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cfpa-centre-formation-professionnelle-162,CFPA — Centre Formation Professionnelle,https://www.cfpa.ci,Côte d'Ivoire,Institution publique,Formation professionnelle,Directeur Général,info@cfpa.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Formation professionnelle,,formation_montee_en_competence,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-advans-ci-163,ADVANS CI,https://www.advans-ci.com,Côte d'Ivoire,Institution de microfinance,Microfinance,Directeur Général,contact@advans-ci.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Microfinance,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-microcred-ci-164,MICROCRED CI,https://www.microcred.ci,Côte d'Ivoire,Institution de microfinance,Microfinance,Directeur Général,info@microcred.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Microfinance,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cnce-caisse-nationale-cr-dit-pargne-165,CNCE — Caisse Nationale Crédit Épargne,https://www.cnce.ci,Côte d'Ivoire,Institution publique,Épargne / Crédit,Directeur Général,contact@cnce.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Épargne / Crédit,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ciapol-agence-pollution-166,CIAPOL — Agence Pollution,https://www.ciapol.ci,Côte d'Ivoire,Agence publique,Environnement / Régulation,Directeur Général,info@ciapol.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Environnement / Régulation,,reporting_financier_assiste,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ande-agence-nationale-environnement-167,ANDE — Agence Nationale Environnement,https://www.ande.ci,Côte d'Ivoire,Agence publique,Environnement,Directeur Général,contact@ande.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Environnement,,reporting_financier_assiste,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-can-conseil-du-coton-de-l-anacarde-168,CAN — Conseil du Coton & de l'Anacarde,https://www.coton-anacarde.ci,Côte d'Ivoire,Institution publique,Agriculture / Filière,Directeur Général,info@coton-anacarde.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Agriculture / Filière,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cnra-centre-national-recherche-agronomiq-169,CNRA — Centre National Recherche Agronomique,https://www.cnra.ci,Côte d'Ivoire,Institution publique,Recherche / Agriculture,Directeur Général,contact@cnra.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Recherche / Agriculture,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cidt-cie-ivoirienne-pour-le-d-veloppemen-170,CIDT — Cie Ivoirienne pour le Développement du Textile,https://www.cidt.ci,Côte d'Ivoire,Entreprise publique,Agriculture / Coton,Directeur Général,info@cidt.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Agriculture / Coton,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-conseil-caf-cacao-171,Conseil Café Cacao,https://www.conseilcafecacao.ci,Côte d'Ivoire,Institution publique,Agriculture / Cacao,Directeur Général,info@conseilcafecacao.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Agriculture / Cacao,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-oms-bureau-ci-172,OMS — Bureau CI,https://www.afro.who.int/ci,Côte d'Ivoire,Organisation internationale,Santé / International,Représentant,saro@who.int,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Santé / International,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-onusida-ci-173,ONUSIDA CI,https://www.unaids.org/fr/regionscountries/ci,Côte d'Ivoire,Organisation internationale,Santé / VIH,Coordinateur pays,unaids.abidjan@unaids.org,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Santé / VIH,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-africa-internet-group-jumia-ci-174,Africa Internet Group (Jumia CI),https://www.jumia.ci,Côte d'Ivoire,Startup tech,E-commerce,Directeur Général,contact@jumia.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — E-commerce,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-kobo360-ci-175,Kobo360 CI,https://www.kobo360.com,Côte d'Ivoire,Startup tech,Technologie / Logistique,Directeur Général CI,info@kobo360.com,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Technologie / Logistique,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-gozem-ci-176,Gozem CI,https://www.gozem.co,Côte d'Ivoire,Startup tech,Transport / Mobilité,Directeur Général CI,contact@gozem.co,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Transport / Mobilité,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-nexans-ci-177,Nexans CI,https://www.nexans.com/ci,Côte d'Ivoire,Multinationale,Industrie / Câblage,Directeur Général,info.ci@nexans.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Câblage,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-spdci-st-presse-et-distribution-ci-178,SPDCI — Sté Presse et Distribution CI,https://www.spdci.ci,Côte d'Ivoire,Entreprise privée,Distribution / Presse,Directeur Général,contact@spdci.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Distribution / Presse,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-azala-hotels-pr-sence-ci-179,Azalaï Hotels (présence CI),https://www.azalaihotels.com,Côte d'Ivoire,Chaîne hôtelière africaine,Hôtellerie,Directeur Général CI,info@azalaihotels.com,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Hôtellerie,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-lafico-ci-180,LAFICO CI,https://www.lafico.ci,Côte d'Ivoire,Entreprise publique,Immobilier / Logement,Directeur Général,contact@lafico.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Immobilier / Logement,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-bstp-bureau-de-soutien-aux-pme-181,BSTP — Bureau de Soutien aux PME,https://www.bstp.ci,Côte d'Ivoire,Institution publique,PME / Développement,Directeur Général,info@bstp.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — PME / Développement,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cepici-centre-promotion-investissement-182,CEPICI — Centre Promotion Investissement,https://www.cepici.gouv.ci,Côte d'Ivoire,Institution publique,Investissement / Développement,Directeur Général,info@cepici.gouv.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Investissement / Développement,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-syndicat-des-grandes-entreprises-ci-183,Syndicat des Grandes Entreprises CI,https://www.cgeci.ci,Côte d'Ivoire,Organisation professionnelle,Fédération patronale,Président,info@cgeci.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Fédération patronale,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sicogi-soci-t-ivoirienne-de-construction-184,SICOGI — Société Ivoirienne de Construction,https://www.sicogi.ci,Côte d'Ivoire,Entreprise publique,Immobilier / BTP,Directeur Général,info@sicogi.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Immobilier / BTP,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-bhci-banque-de-l-habitat-ci-185,BHCI — Banque de l'Habitat CI,https://www.bhci.ci,Côte d'Ivoire,Banque spécialisée,Banque / Habitat,Directeur Général,contact@bhci.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Banque / Habitat,,banque_kyc_reporting,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-prestige-auto-ci-186,Prestige Auto CI,https://www.prestigeauto.ci,Côte d'Ivoire,Entreprise privée,Distribution automobile,Directeur Général,contact@prestigeauto.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Distribution automobile,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cfao-motors-ci-187,CFAO Motors CI,https://www.cfao.com/ci,Côte d'Ivoire,Multinationale,Distribution automobile,Directeur Général,contact.ci@cfao.com,,https://calendly.com/transferai/45min,tier1,public_web_only,crm_import_ci_200,Prospection CI — Distribution automobile,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-scoa-ci-188,SCOA CI,https://www.scoa.ci,Côte d'Ivoire,Entreprise privée,Distribution / Industrie,Directeur Général,info@scoa.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Distribution / Industrie,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-p-tisserie-abidjan-mac-donalds-ci-189,Pâtisserie Abidjan (Mac Donalds CI),https://www.macdo.ci,Côte d'Ivoire,Franchise internationale,Restauration rapide,Directeur Général,contact@macdo.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Restauration rapide,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-pharmacie-nouvelle-190,Pharmacie Nouvelle,https://www.pharmacienouvelle.ci,Côte d'Ivoire,Entreprise privée,Distribution pharmaceutique,Directeur Général,info@pharmacienouvelle.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Distribution pharmaceutique,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
